image,total length_status,head width_status,head length_status,inter ocular distance_status,right antenna length_status,left antenna length_status,thorax width_status,thorax length_status,abdomen width_status,abdomen length_status,intertegular distance_status,left hind wing length_status,right hind wing length_status,left hind wing width_status,right hind wing width_status,left fore wing length_status,right fore wing length_status,left fore wing width_status,right fore wing width_status,left hind leg length_status,left hind leg femur length_status,left hind leg tibia length_status,left hind leg tarsus length_status,right hind leg length_status,right hind leg femur length_status,right hind leg tibia length_status,right hind leg tarsus length_status,total length_px,head width_px,head length_px,inter ocular distance_px,right antenna length_px,left antenna length_px,thorax width_px,thorax length_px,abdomen width_px,abdomen length_px,intertegular distance_px,left hind wing length_px,right hind wing length_px,left hind wing width_px,right hind wing width_px,left fore wing length_px,right fore wing length_px,left fore wing width_px,right fore wing width_px,left hind leg length_px,left hind leg femur length_px,left hind leg tibia length_px,left hind leg tarsus length_px,right hind leg length_px,right hind leg femur length_px,right hind leg tibia length_px,right hind leg tarsus length_px
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ammobates_vinctus_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3482.222,1042.126,598.219,600.035,850.923,946.276,1233.711,1211.301,1224.425,1672.702,809.769,,,,,,2654.088,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ammobatoides_abdominalis_F_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,,791.535,550.37,440.258,787.7,926.06,864.241,953.341,927.627,,667.678,1294.124,1319.484,,,1811.3,1933.034,601.991,583.015,,,437.727,592.708,,,454.817,643.251
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ammobatoides_abdominalis_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,,919.906,517.429,292.23,746.094,681.54,879.063,1000.157,1062.421,,850.219,,,,,2268.966,2205.989,,,,,647.513,804.261,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ammobatoides_scriptus_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,2786.999,974.691,476.884,545.509,1041.451,1100.71,,1022.239,1075.681,1287.876,753.326,,,,,2121.104,2108.233,665.141,660.555,,,,370.351,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ammobatoides_scriptus_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,801.175,287.542,306.048,630.008,435.505,921.83,1016.215,852.526,,642.343,,,,,,2012.369,,588.709,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ancyla_asiatica_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3024.023,877.313,693.577,472.782,389.977,715.074,1136.956,1007.26,,1323.186,727.642,,1577.67,,,2151.412,2150.892,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ancyla_asiatica_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2550.292,966.973,351.495,498.958,437.126,422.381,1112.273,1091.175,,1107.622,709.923,,,,,2221.472,2212.135,,,,,580.166,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ancyla_cretensis_M_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2081.699,774.396,389.315,382.422,,688.555,,695.069,770.657,997.315,,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ancyla_holtzi_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,2632.798,864.364,290.319,502.244,641.86,814.315,922.716,948.259,,1394.219,679.37,,,,,1887.094,1818.396,,,,,,,,,311.631,638.49
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\02\Ancyla_holtzi_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,,1004.34,205.652,489.857,974.443,,1111.672,1032.787,,,704.251,,,,,1993.212,,659.884,,,,,,,441.069,250.104,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_abbreviata_F_001.jpg,non_measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,,1054.804,349.61,,1022.398,591.331,,1146.03,,,701.047,,,,,2385.079,2309.747,,,,,898.003,,,,444.0,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aberrans_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,3340.919,1032.35,336.884,659.307,936.594,970.313,,1296.036,1151.215,1707.998,767.058,,,,,2754.375,2707.156,579.635,832.958,,,,,,,679.714,559.906
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aberrans_M_001.jpg,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,3873.788,1078.91,689.211,739.482,1295.947,,,1192.004,1106.867,1992.573,725.811,,2089.55,,,2781.249,2462.912,,,,,,2317.573,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_abjecta_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3442.28,1064.979,485.216,740.535,1242.701,1408.404,,1162.066,,1794.998,730.226,,,,,,,,,,,694.248,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_abrupta_F_001.jpg,non_measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,,917.464,309.289,620.32,785.111,,836.193,1040.85,999.91,,614.34,1528.306,1400.828,,,2042.852,,607.186,,,,643.844,625.35,,,546.541,450.187
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_abrupta_M_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,2759.797,877.947,306.136,605.256,,818.179,780.871,965.857,860.096,1487.804,556.514,1292.393,1319.032,,,1721.638,1782.978,554.193,569.732,,,443.169,,,,574.474,584.796
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_acerba_F_001.jpg,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3652.825,1116.998,234.119,,1048.696,823.838,1126.958,1402.714,1173.198,2015.993,731.798,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_acerba_M_001.jpg,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2976.117,964.33,295.717,,,1004.004,914.107,1226.132,,1454.268,624.383,,,,,2535.798,2591.195,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aciculata_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,2788.815,763.256,487.093,507.607,739.668,848.688,734.943,969.202,774.089,1332.52,545.137,1488.92,,,,,1555.557,,567.581,,,556.905,618.265,,,,667.748
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aciculata_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3270.773,941.747,731.64,679.826,1085.382,1116.3,,1008.538,852.068,1530.594,,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_acuta_F_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,837.085,211.985,528.052,512.907,539.348,852.522,1095.435,,,597.273,,,394.106,402.106,2103.303,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_acuta_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,747.551,254.238,446.938,1066.659,478.141,682.708,868.753,647.523,,498.286,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aegyptiaca_cannabina_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,2670.909,739.548,370.106,521.158,689.585,613.18,735.878,972.254,764.906,1328.548,785.534,,,,,1912.448,1949.061,597.541,484.819,,,575.016,,,,577.996,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aegyptiaca_cannabina_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,,774.456,323.985,432.177,825.658,663.926,764.889,980.869,680.538,,856.696,1032.963,,,,1424.826,,637.264,647.533,1604.713,476.905,427.27,700.538,,,425.939,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aegypticola_F_001.jpg,measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,3564.92,,225.785,789.702,1025.221,1025.658,,1550.959,1178.318,1788.176,892.715,,2289.505,,667.98,,,,,,,,763.013,,,827.387,900.508
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aeneiventris_F_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,,983.027,281.094,597.771,663.911,809.909,,1199.712,866.452,,535.118,,1573.142,,534.23,2210.802,2166.842,413.808,633.084,,,553.026,602.032,,446.401,395.94,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aeneiventris_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,2817.799,1012.303,360.886,654.469,1325.241,1219.463,876.939,1073.407,923.23,1383.505,644.607,,,,,,,,,1531.094,344.452,548.133,638.51,1865.642,403.922,602.191,859.529
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_aerinifrons_F_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,,805.714,297.971,485.089,603.997,654.57,,978.338,,,496.633,,,,,,,,,,,481.064,303.731,,,377.159,292.433
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_afrensis_F_001.jpg,non_measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,1028.284,260.789,608.979,,1099.402,1134.468,1449.484,,,761.695,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_afrensis_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,,1047.345,233.145,661.941,1398.901,1378.013,833.327,1399.691,1114.378,,680.634,,,,,,,,,,,,,,607.946,762.046,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_afzeliella_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,3173.276,1159.873,341.825,687.552,,840.494,,1390.964,1175.236,1440.487,783.928,,,,,,2679.892,,,,,,,,,,449.089
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\03\Andrena_afzeliella_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,3133.127,996.136,315.352,665.913,976.416,734.874,,1160.336,,1657.439,702.184,,,,,2431.506,2412.866,777.785,693.567,,,667.198,666.02,,,702.408,813.758
