image,total length_status,head width_status,head length_status,inter ocular distance_status,right antenna length_status,left antenna length_status,thorax width_status,thorax length_status,abdomen width_status,abdomen length_status,intertegular distance_status,left hind wing length_status,right hind wing length_status,left hind wing width_status,right hind wing width_status,left fore wing length_status,right fore wing length_status,left fore wing width_status,right fore wing width_status,left hind leg length_status,left hind leg femur length_status,left hind leg tibia length_status,left hind leg tarsus length_status,right hind leg length_status,right hind leg femur length_status,right hind leg tibia length_status,right hind leg tarsus length_status,total length_px,head width_px,head length_px,inter ocular distance_px,right antenna length_px,left antenna length_px,thorax width_px,thorax length_px,abdomen width_px,abdomen length_px,intertegular distance_px,left hind wing length_px,right hind wing length_px,left hind wing width_px,right hind wing width_px,left fore wing length_px,right fore wing length_px,left fore wing width_px,right fore wing width_px,left hind leg length_px,left hind leg femur length_px,left hind leg tibia length_px,left hind leg tarsus length_px,right hind leg length_px,right hind leg femur length_px,right hind leg tibia length_px,right hind leg tarsus length_px
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0NX.jpg,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,237.881,82.898,23.76,,75.982,75.028,109.561,48.776,129.907,165.346,52.318,,,,,173.826,174.17,62.859,66.104,,,51.061,59.154,,,49.591,59.538
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0NZ.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,250.134,78.733,17.12,49.78,79.592,80.096,112.772,64.331,141.373,168.683,56.898,,,,,178.825,176.46,72.23,69.253,,,47.878,57.927,,,50.142,52.734
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0O3.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,338.932,104.898,47.623,54.337,87.676,88.538,138.844,56.013,172.014,235.296,80.196,,,,,242.394,242.195,89.925,81.01,,,70.177,86.588,,,66.301,85.522
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0O4.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,327.325,97.295,40.286,53.145,90.54,91.288,133.132,53.919,165.186,233.12,74.178,,,,,240.564,241.631,83.07,82.566,,,67.922,76.092,,,59.845,83.547
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0O8.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,297.673,94.238,40.312,44.63,93.976,92.334,121.047,52.985,146.768,204.376,64.674,,,,,213.043,212.594,77.88,70.464,,,63.548,76.424,,,,79.329
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0O9.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,298.005,100.293,40.149,46.702,90.243,88.503,123.185,53.389,150.64,204.467,69.446,,,,,213.017,216.394,78.076,73.166,,,,75.98,,,,82.085
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OA.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,306.88,91.679,47.608,46.793,87.973,97.429,121.108,50.708,149.535,208.564,61.512,,,,,213.915,209.443,70.218,79.482,,,,76.089,,,60.89,75.718
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OC.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,659.114,184.717,65.403,108.609,163.466,174.296,260.046,110.863,338.073,482.848,149.21,,,,,502.743,500.489,166.922,170.209,,,140.986,205.845,,,143.873,189.22
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OD.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,672.029,185.327,73.596,118.437,180.507,179.8,270.351,111.224,348.69,487.208,150.062,,,,,511.983,514.966,180.926,168.215,,,148.907,190.194,,,142.795,199.849
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OE.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,656.508,189.505,43.441,106.144,194.597,185.134,266.055,119.639,337.94,493.428,112.815,,,,,515.67,514.254,169.645,166.975,,,121.659,199.175,,,128.46,197.262
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OF.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,642.603,177.982,69.774,111.242,165.617,186.436,252.025,103.702,332.232,469.126,147.602,,,,,496.896,498.355,165.153,169.214,,,135.652,181.973,,,133.702,204.122
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OG.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,691.554,188.07,44.269,119.161,181.741,162.381,274.554,123.771,357.044,523.515,181.158,,,,,546.628,548.952,181.818,176.824,,,135.65,213.352,,,125.778,213.114
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OH.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,683.076,180.306,62.246,117.763,184.251,174.909,279.568,114.44,344.335,506.39,,,,,,,,,,,,130.07,214.197,,,118.174,221.04
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OI.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,670.79,182.824,60.784,122.951,190.199,140.733,265.245,112.502,348.546,497.504,176.854,,,,,522.064,524.59,170.126,178.606,,,138.96,209.851,,,140.928,197.229
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OK.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,503.589,138.765,43.339,96.634,89.265,112.888,194.18,87.697,253.329,372.553,131.282,,,,,386.111,390.252,142.427,111.136,,,101.931,154.006,,,103.65,148.583
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OM.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,426.556,133.222,54.956,72.738,117.569,117.604,195.762,66.425,259.603,305.175,118.403,,,,,322.622,323.763,126.716,134.066,,,,104.705,,,81.161,102.661
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OO.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,434.241,133.686,53.838,81.415,115.785,124.828,205.809,68.753,262.985,311.65,120.96,,,,,327.618,331.298,120.609,142.57,,,,117.197,,,89.746,122.619
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OQ.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,447.498,142.729,52.555,87.525,125.186,110.349,201.993,70.277,272.274,324.666,136.711,,,,,343.415,344.386,137.714,136.112,,,73.712,88.015,,,75.342,87.543
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OS.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,424.336,132.841,57.358,75.993,118.747,93.559,207.112,64.788,257.514,302.19,141.947,,,,,317.203,317.621,130.325,126.435,,,80.929,96.764,,,74.597,96.272
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OU.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,440.2,130.244,49.211,80.21,109.057,112.657,201.917,65.069,253.614,325.92,140.305,,,,,338.294,344.152,133.765,120.041,,,,79.821,,,,87.875
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OW.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,395.143,124.612,52.148,70.867,113.297,121.896,182.064,57.956,241.133,285.038,112.581,,,,,293.423,303.213,119.475,120.607,,,72.417,108.164,,,84.384,112.987
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OX.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,436.543,140.047,54.903,86.932,118.497,116.06,221.845,74.595,271.354,307.045,153.619,,,,,333.036,332.306,132.296,140.48,,,78.585,118.916,,,84.392,106.163
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0OZ.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,455.24,141.258,66.739,75.359,136.977,138.933,195.24,84.916,242.372,303.584,127.986,,,,,324.746,325.281,115.635,126.97,,,72.617,129.476,,,75.755,110.132
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0P1.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,449.468,141.357,71.172,80.797,145.519,146.827,195.217,83.173,254.872,295.124,146.139,,,,,327.532,330.651,130.201,125.071,,,85.093,130.553,,,74.733,124.391
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0P5.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,451.849,136.176,63.438,78.161,117.069,123.113,192.67,84.271,246.719,304.14,133.584,,,,,327.159,323.957,116.383,131.715,,,83.596,120.411,,,79.18,130.871
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0P8.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,496.414,139.56,69.622,81.291,147.82,110.224,206.746,82.506,278.249,344.287,146.906,,,,,369.299,366.081,135.614,142.076,,,87.571,122.252,,,86.16,151.224
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PA.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,657.72,188.461,57.708,104.021,218.7,224.047,247.295,123.001,326.092,477.012,161.089,,,,,504.976,505.707,165.908,160.143,,,139.666,213.908,,,140.509,203.979
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PC.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,670.964,172.96,57.977,115.238,233.634,248.52,251.779,117.586,331.756,495.4,176.345,,,,,518.694,519.794,172.884,157.413,,,145.638,205.633,,,138.965,212.53
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PE.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,692.93,182.008,55.14,117.121,242.309,231.128,256.178,123.261,344.182,514.529,152.084,,,,,537.82,538.822,162.098,184.506,,,149.471,225.997,,,155.305,223.505
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PI.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,658.587,177.478,51.395,117.025,210.915,219.546,246.814,109.111,333.861,498.081,149.565,,,,,535.292,536.544,157.339,175.246,,,151.18,209.39,,,146.514,204.102
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PJ.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,670.481,181.219,64.525,119.393,156.516,138.197,256.051,107.853,326.605,498.104,170.531,,,,,518.613,529.749,170.349,157.358,,,159.942,218.084,,,162.466,220.043
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PK.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,666.081,179.56,54.101,126.707,167.702,184.113,256.925,108.104,324.421,503.876,154.67,,,,,524.667,525.743,155.978,170.104,,,154.802,197.006,,,149.727,176.788
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PM.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,595.056,157.004,50.473,99.513,162.644,180.658,244.872,103.302,301.735,441.281,155.217,,,,,478.284,479.458,156.366,145.311,,,121.83,185.879,,,119.396,177.876
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PN.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,579.26,155.608,45.975,100.05,169.857,168.501,235.359,96.962,290.854,436.323,147.03,,,,,463.136,461.482,161.112,133.518,,,119.493,179.827,,,115.851,169.4
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PT.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,519.778,151.975,38.52,90.413,167.438,165.724,216.96,89.468,269.984,391.789,133.639,,,,,414.161,411.306,135.209,134.641,,,121.009,152.694,,,115.436,162.776
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PV.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,590.75,153.674,55.643,95.922,148.381,160.848,241.976,92.405,297.796,442.701,150.001,,,,,466.063,463.654,151.843,148.065,,,104.084,106.922,,,119.083,176.782
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PX.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,572.672,149.525,53.73,96.467,164.731,172.986,231.599,81.842,288.368,437.1,154.3,,,,,448.816,446.506,132.752,155.987,,,121.043,173.936,,,119.553,170.285
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\luomus_beetles_pictures\02\1\EB6.0PY.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,580.32,154.492,55.645,100.094,182.923,169.812,229.948,92.196,287.237,432.48,132.468,,,,,451.658,451.79,140.994,146.13,,,111.401,171.903,,,117.022,167.881
