image,total length_status,head width_status,head length_status,inter ocular distance_status,right antenna length_status,left antenna length_status,thorax width_status,thorax length_status,abdomen width_status,abdomen length_status,intertegular distance_status,left hind wing length_status,right hind wing length_status,left hind wing width_status,right hind wing width_status,left fore wing length_status,right fore wing length_status,left fore wing width_status,right fore wing width_status,left hind leg length_status,left hind leg femur length_status,left hind leg tibia length_status,left hind leg tarsus length_status,right hind leg length_status,right hind leg femur length_status,right hind leg tibia length_status,right hind leg tarsus length_status,total length_px,head width_px,head length_px,inter ocular distance_px,right antenna length_px,left antenna length_px,thorax width_px,thorax length_px,abdomen width_px,abdomen length_px,intertegular distance_px,left hind wing length_px,right hind wing length_px,left hind wing width_px,right hind wing width_px,left fore wing length_px,right fore wing length_px,left fore wing width_px,right fore wing width_px,left hind leg length_px,left hind leg femur length_px,left hind leg tibia length_px,left hind leg tarsus length_px,right hind leg length_px,right hind leg femur length_px,right hind leg tibia length_px,right hind leg tarsus length_px
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Andrena_boyerella_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,3445.686,1027.121,581.144,673.43,491.18,702.817,765.583,1096.773,1121.126,1767.769,689.926,,,,,,2495.294,,719.973,1797.235,449.994,786.691,560.55,,456.381,622.833,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Andrena_boyerella_M_001.jpg,non_measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,,939.116,477.719,,865.245,823.472,687.011,989.217,896.109,,592.817,1740.608,,,,2409.386,2339.083,,,,499.839,,,,451.363,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Andrena_braunsiana_M_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,1632.161,480.574,267.202,315.855,,486.41,320.647,484.632,448.451,880.327,285.167,861.323,909.665,,,,,,,,,220.202,155.381,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Andrena_brumanensis_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,3134.602,976.649,496.892,571.175,889.749,832.732,790.928,1212.451,913.779,1425.259,648.222,,,,,,,,,,,667.348,861.401,,,,729.031
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Andrena_brumanensis_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,3139.302,1008.472,403.402,664.751,796.239,924.172,767.156,1205.359,978.063,1530.54,582.519,,,,,,,,,,437.639,509.927,,1633.853,417.693,492.445,723.715
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidiellum_breviusculum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3157.092,1171.348,703.589,780.295,,580.782,1090.529,1037.995,,1415.509,,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidiellum_breviusculum_M_001.jpg,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,1643.65,668.538,233.03,400.196,,,655.446,693.586,766.775,717.035,630.36,,,,,,,,,663.375,92.747,333.288,237.34,,,363.238,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidiellum_strigatum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3053.099,1416.541,224.19,904.48,,,1268.811,1288.797,1556.316,1540.112,1222.086,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidiellum_strigatum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2309.657,932.489,268.335,611.635,701.469,677.818,894.803,876.222,1079.955,1165.1,873.098,,,,,2235.798,2241.015,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidiellum_troodicum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3044.306,1092.629,776.138,714.774,,,1018.717,1014.333,1259.383,1253.835,952.463,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidiellum_troodicum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,1653.275,653.073,358.232,405.864,446.735,625.667,574.598,552.101,726.802,742.943,542.615,,969.852,,,1351.523,1373.779,,,,,361.759,339.352,,,321.277,356.687
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_caspicum_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,1772.884,680.146,214.332,390.368,406.508,291.998,581.152,690.418,885.488,868.134,554.807,,,,,,,,,,396.733,354.32,,,276.806,461.723,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_caspicum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,1931.834,580.216,277.761,315.547,411.717,280.194,515.23,594.481,773.751,1059.593,490.92,,,,,,,,,1017.113,399.754,468.798,148.56,971.459,415.664,400.705,155.09
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_cingulatum_F__001.jpg,non_measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,,782.476,249.075,470.414,,1095.511,692.142,746.168,838.317,,644.592,,,,,,,,,,,413.833,400.689,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_cingulatum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,1325.314,434.89,227.633,249.229,223.285,249.209,360.457,500.399,545.281,597.283,369.377,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_dalmaticum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,2187.323,911.164,410.198,551.7,,666.758,855.634,770.362,961.286,1006.763,719.518,,1102.81,,265.141,1410.593,1543.878,332.587,508.319,1032.339,153.642,412.422,466.275,1397.559,204.497,552.484,640.578
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_diadema_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,892.632,371.371,106.094,223.102,,109.756,301.981,301.563,401.639,484.975,333.995,,,,,,,,,,,,243.511,,,,246.937
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_diadema_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,1017.16,338.863,156.415,201.22,231.937,185.585,294.305,324.351,384.39,536.394,275.578,,,32.127,60.579,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_florentinum_F_001.jpg,non_measurable,measurable,non_measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,,1201.079,,699.026,432.718,,1044.624,1369.691,1332.767,1582.537,1003.063,,,,,2419.34,,,,1836.352,312.311,720.842,803.2,,,622.616,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_florentinum_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,969.433,271.83,488.904,955.243,619.617,1007.524,1207.558,1105.721,,1021.452,,,,,,2208.364,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_loti_F_001.jpg,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,1894.715,701.572,394.326,433.406,503.746,,598.337,630.618,848.541,869.77,585.938,,,,,,,,,,,439.863,,,,455.588,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_loti_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,measurable,non_measurable,1797.271,642.232,138.952,375.171,508.134,636.47,551.689,528.541,746.877,1129.778,506.021,,,,,,,,,,,459.806,534.738,,,405.314,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_manicatum_F_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,945.463,372.315,586.707,551.688,488.531,833.728,988.213,1041.963,,813.807,,,,,2359.277,2305.427,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_manicatum_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,878.483,294.874,514.19,595.156,694.528,883.463,902.625,1040.799,,806.952,,,,,,,94.064,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_melanopygum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,1275.406,478.193,319.661,287.156,,352.846,397.63,392.091,511.634,563.654,374.905,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_melanopygum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,2618.176,982.122,404.349,518.497,954.66,930.197,841.436,861.902,1035.691,1351.926,770.958,,1439.27,,,2062.161,2100.694,670.175,,,,530.168,735.45,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_montanum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3162.492,1018.844,831.103,692.124,,,1070.558,1017.698,1260.722,1313.69,977.394,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_montanum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3002.522,864.621,595.851,544.909,726.776,777.997,912.646,949.326,1035.932,1457.344,809.666,,,,,1617.898,,,,,,510.526,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_oblongatum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,3511.811,1422.369,807.171,908.746,,880.723,1137.616,1089.16,1485.266,1615.48,1116.453,,,,,,,,,,,,873.599,,,646.535,1032.571
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_punctatum_F_001.jpg,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,,,,,,964.029,1221.519,1506.27,1546.795,1491.381,1078.167,,,,,,,,,,,,735.845,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_punctatum_M_001.jpg,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,,1170.671,408.345,806.376,979.317,503.445,1049.932,1138.697,1250.911,,976.494,,,,,2288.079,2327.276,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_septemspinosum_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,measurable,non_measurable,non_measurable,measurable,measurable,1515.261,476.501,376.407,288.113,393.428,429.651,412.822,393.036,555.087,745.818,390.513,,,,,1137.937,1095.612,,,,,,380.363,,,284.852,403.045
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_septemspinosum_M_001.jpg,measurable,measurable,measurable,measurable,non_measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2692.883,749.517,542.679,402.95,,713.725,751.953,742.199,920.516,1408.005,685.171,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_taeniatum_F_001.jpg,measurable,measurable,measurable,measurable,non_measurable,non_measurable,measurable,measurable,non_measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2473.957,889.457,622.053,540.431,,,690.592,707.325,,1144.578,653.169,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_taeniatum_M_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2551.041,830.803,659.336,487.64,665.786,677.157,680.965,622.823,851.609,1268.882,637.612,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_undulatum_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,3806.62,1391.296,975.837,857.286,934.168,974.173,1126.418,1135.182,1556.025,1695.601,1100.499,,,,,,,,,,,,,,,,
C:\Users\tombe\Documents\_MLE\CV-for-GRIT\databases\orbit_bees\selected_images\06-07\Anthidium_wuestneii_F_001.jpg,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,non_measurable,2823.936,1199.687,444.518,600.858,783.013,467.136,917.897,883.501,1199.423,1495.916,880.77,,,,,,,,,,,,,,,,
